employee_id,opco,pnl_department,raw_department,standardized_role,role_level,role_with_level,role_family,raw_job_title,worker_class,employee_type,work_state,hire_date,tenure_years,fte,scheduled_weekly_hours,pay_basis_resolved,pay_rate,annual_base,hourly_base_rate,overtime_cost,variable_comp_cost,bonus_cost,payroll_tax_cost,benefits_cost,fully_loaded_annual_cost,fully_loaded_hourly_cost,load_factor_applied,data_quality_flag
GLC-10303,Great Lakes Comfort Systems,Customer Care & Dispatch,Customer Care,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,Customer Service Representative,Employee,,MI,2016-11-04,9.82,0.7,28.0,Hourly,18.84,27431.04,18.84,1097.21,0.0,550.05,2337.75,3544.77,34960.82,24.01,1.2745,clean
GLC-10304,Great Lakes Comfort Systems,Customer Care & Dispatch,Customer Care,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,Customer Service Representative,Employee,,MI,2025-02-14,1.54,0.725,29.0,Hourly,17.36,26178.88,17.36,1047.13,0.0,524.94,2231.04,3671.36,33653.35,22.32,1.2855,clean
GLC-10305,Great Lakes Comfort Systems,Customer Care & Dispatch,Customer Care,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,Customer Service Representative,Employee,Full-Time,MI,2025-06-22,1.19,1.0,40.0,Hourly,20.94,43555.2,20.94,1742.16,0.0,873.38,3711.9,5063.95,54946.59,26.42,1.2615,clean
GLC-10306,Great Lakes Comfort Systems,Customer Care & Dispatch,Customer Care,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,Customer Service Representative,Employee,Regular,MI,2023-04-24,3.35,0.7,28.0,Hourly,18.72,27256.32,18.72,1090.22,0.0,546.55,2322.86,3544.77,34760.72,23.87,1.2753,clean
GLC-10307,Great Lakes Comfort Systems,Customer Care & Dispatch,Customer Care,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,Customer Service Representative,Employee,Full-Time,MI,2024-03-02,2.5,1.0,40.0,Hourly,17.11,35588.8,17.11,1423.51,0.0,713.63,3032.98,5063.95,45822.87,22.03,1.2876,clean
GLC-10308,Great Lakes Comfort Systems,Customer Care & Dispatch,Customer Care,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,Customer Service Representative,Employee,Full-Time,MI,2021-11-03,4.82,1.0,40.0,Hourly,19.34,40227.2,19.34,1609.05,0.0,806.64,3428.28,5063.95,51135.12,24.58,1.2712,clean
GLC-10309,Great Lakes Comfort Systems,Customer Care & Dispatch,Customer Care,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,Customer Service Representative,Employee,FT,MI,2024-09-08,1.98,0.625,25.0,Hourly,18.74,24362.0,18.74,974.45,0.0,488.51,2076.2,3164.97,31066.13,23.9,1.2752,clean
GLC-10310,Great Lakes Comfort Systems,Customer Care & Dispatch,Customer Care,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,Customer Service Representative,Employee,Regular,MI,2024-07-28,2.09,1.0,40.0,Hourly,18.1,37648.0,18.1,1505.88,0.0,754.92,3208.47,5063.95,48181.22,23.16,1.2798,clean
GLC-10311,Great Lakes Comfort Systems,Customer Care & Dispatch,Customer Care,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,Customer Service Representative,Employee,Regular,MI,2022-09-15,3.96,0.725,29.0,Hourly,18.43,27792.44,18.43,1111.67,0.0,557.3,2368.55,3671.36,35501.32,23.54,1.2774,clean
GLC-10312,Great Lakes Comfort Systems,Customer Care & Dispatch,Customer Care,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,Customer Service Representative,Employee,Regular,MI,2024-08-14,2.05,1.0,40.0,Hourly,17.85,37128.0,17.85,1485.08,0.0,744.5,3164.15,5063.95,47585.68,22.88,1.2817,clean
GLC-10313,Great Lakes Comfort Systems,Customer Care & Dispatch,Customer Care,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,Customer Service Representative,Employee,,MI,2024-02-20,2.53,0.625,25.0,Hourly,16.39,21307.0,16.39,852.26,0.0,427.25,1815.84,3164.97,27567.32,21.21,1.2938,clean
GLC-10314,Great Lakes Comfort Systems,Customer Care & Dispatch,Customer Care,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,Customer Service Representative,Employee,,MI,2022-10-27,3.84,0.7,28.0,Hourly,16.16,23528.96,16.16,941.13,0.0,471.81,2005.2,3544.77,30491.87,20.94,1.2959,clean
GLC-10315,Great Lakes Comfort Systems,Customer Care & Dispatch,Customer Care,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,Customer Service Representative,Employee,Regular,MI,2023-09-17,2.95,1.0,40.0,Hourly,17.23,35838.4,17.23,1433.5,0.0,718.64,3054.25,5063.95,46108.74,22.17,1.2866,clean
GLC-10316,Great Lakes Comfort Systems,Customer Care & Dispatch,Customer Care,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,Customer Service Representative,Employee,Regular,MI,2023-12-10,2.72,0.7,28.0,Hourly,19.81,28843.36,19.81,1153.7,0.0,578.37,2458.11,3544.77,36578.31,25.12,1.2682,clean
GLC-10317,Great Lakes Comfort Systems,Customer Care & Dispatch,Customer Care,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,Customer Service Representative,Employee,Regular,MI,2015-05-20,11.28,1.0,40.0,Hourly,20.55,42744.0,20.55,1709.71,0.0,857.11,3642.76,5063.95,54017.53,25.97,1.2637,clean
GLC-10318,Great Lakes Comfort Systems,Customer Care & Dispatch,Customer Care,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,Customer Service Representative,Employee,Regular,MI,2024-06-11,2.22,0.7,28.0,Hourly,20.34,29615.04,20.34,1184.57,0.0,593.85,2523.88,3544.77,37462.11,25.73,1.265,clean
GLC-10319,Great Lakes Comfort Systems,Customer Care & Dispatch,Customer Care,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,Customer Service Representative,Employee,Regular,MI,2024-04-24,2.35,1.0,40.0,Hourly,19.3,40144.0,19.3,1605.72,0.0,804.97,3421.18,5063.95,51039.82,24.54,1.2714,clean
GLC-10320,Great Lakes Comfort Systems,Customer Care & Dispatch,Customer Care,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,Customer Service Representative,Employee,Regular,MI,2025-11-23,0.77,1.0,40.0,Hourly,16.86,35068.8,16.86,1402.71,0.0,703.21,2988.66,5063.95,45227.33,21.74,1.2897,clean
GLC-10321,Great Lakes Comfort Systems,Customer Care & Dispatch,Customer Care,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,Customer Service Representative,Employee,FT,MI,2021-12-07,4.73,0.725,29.0,Hourly,18.85,28425.8,18.85,1137.0,0.0,570.0,2422.53,3671.36,36226.69,24.02,1.2744,clean
GLC-10322,Great Lakes Comfort Systems,Customer Care & Dispatch,Customer Care,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,Customer Service Representative,Employee,Full-Time,MI,2022-11-21,3.78,1.0,40.0,Hourly,17.67,36753.6,17.67,1470.11,0.0,736.99,3132.25,5063.95,47156.9,22.67,1.2831,clean
GLC-10323,Great Lakes Comfort Systems,Customer Care & Dispatch,Customer Care,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,Customer Service Representative,Employee,FT,MI,2022-12-13,3.72,0.7,28.0,Hourly,16.33,23776.48,16.33,951.03,0.0,476.77,2026.3,3544.77,30775.35,21.14,1.2944,clean
PIN-10323,Pinnacle Plumbing & Drain,Customer Care & Dispatch,Call Center,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,CSR,Employee,,TX,2026-02-28,0.5,1.0,40.0,Hourly,18.62,38729.6,18.62,1549.14,0.0,776.61,3300.65,5063.95,49419.95,23.76,1.276,hours_defaulted;pay_basis_imputed
PIN-10324,Pinnacle Plumbing & Drain,Customer Care & Dispatch,Call Center,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,CSR,Employee,FT,TX,2025-01-30,1.58,1.0,40.0,Hourly,16.95,35256.0,16.95,1410.2,0.0,706.96,3004.62,5063.95,45441.73,21.85,1.2889,hours_defaulted;pay_basis_imputed
PIN-10325,Pinnacle Plumbing & Drain,Customer Care & Dispatch,Call Center,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,CSR,Employee,Full-Time,TX,2024-10-14,1.88,1.0,40.0,Hourly,17.48,36358.4,17.48,1454.3,0.0,729.06,3098.57,5063.95,46704.28,22.45,1.2846,hours_defaulted;pay_basis_imputed
PIN-10326,Pinnacle Plumbing & Drain,Customer Care & Dispatch,Call Center,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,CSR,Employee,Full-Time,TX,2025-02-26,1.51,1.0,40.0,Hourly,18.27,38001.6,18.27,1520.02,0.0,762.01,3238.6,5063.95,48586.18,23.36,1.2785,hours_defaulted;pay_basis_imputed
PIN-10327,Pinnacle Plumbing & Drain,Customer Care & Dispatch,Call Center,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,CSR,Employee,Regular,TX,2019-11-08,6.81,1.0,40.0,Hourly,20.69,43035.2,20.69,1721.36,0.0,862.95,3667.58,5063.95,54351.04,26.13,1.2629,hours_defaulted;pay_basis_imputed
PIN-10328,Pinnacle Plumbing & Drain,Customer Care & Dispatch,Call Center,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,CSR,Employee,FT,TX,2020-02-03,6.57,1.0,40.0,Hourly,19.72,41017.6,19.72,1640.66,0.0,822.49,3495.64,5063.95,52040.34,25.02,1.2687,hours_defaulted;pay_basis_imputed
PIN-10329,Pinnacle Plumbing & Drain,Customer Care & Dispatch,Call Center,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,CSR,Employee,,TX,2020-02-03,6.57,1.0,40.0,Hourly,16.8,34944.0,16.8,1397.72,0.0,700.7,2978.03,5063.95,45084.4,21.68,1.2902,hours_defaulted;pay_basis_imputed
PIN-10330,Pinnacle Plumbing & Drain,Customer Care & Dispatch,Call Center,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,CSR,Employee,Regular,TX,2022-03-30,4.42,1.0,40.0,Hourly,19.16,39852.8,19.16,1594.07,0.0,799.13,3396.37,5063.95,50706.32,24.38,1.2723,hours_defaulted;pay_basis_imputed
PIN-10331,Pinnacle Plumbing & Drain,Customer Care & Dispatch,Call Center,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,CSR,Employee,Regular,TX,2021-05-05,5.32,1.0,40.0,Hourly,19.13,39790.4,19.13,1591.57,0.0,797.88,3391.05,5063.95,50634.85,24.34,1.2725,hours_defaulted;pay_basis_imputed
PIN-10332,Pinnacle Plumbing & Drain,Customer Care & Dispatch,Call Center,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,CSR,Employee,,TX,2018-08-01,8.08,1.0,40.0,Hourly,17.04,35443.2,17.04,1417.69,0.0,710.71,3020.57,5063.95,45656.12,21.95,1.2881,hours_defaulted;pay_basis_imputed
PIN-10333,Pinnacle Plumbing & Drain,Customer Care & Dispatch,Call Center,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,CSR,Employee,Regular,TX,2023-08-28,3.01,1.0,40.0,Hourly,18.92,39353.6,18.92,1574.1,0.0,789.12,3353.82,5063.95,50134.59,24.1,1.274,hours_defaulted;pay_basis_imputed
PIN-10334,Pinnacle Plumbing & Drain,Customer Care & Dispatch,Call Center,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,CSR,Employee,Full-Time,TX,2023-11-29,2.75,1.0,40.0,Hourly,17.86,37148.8,17.86,1485.91,0.0,744.91,3165.93,5063.95,47609.5,22.89,1.2816,hours_defaulted;pay_basis_imputed
PIN-10335,Pinnacle Plumbing & Drain,Customer Care & Dispatch,Call Center,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,CSR,Employee,Regular,TX,2020-01-12,6.63,1.0,40.0,Hourly,17.73,36878.4,17.73,1475.1,0.0,739.49,3142.88,5063.95,47299.82,22.74,1.2826,hours_defaulted;pay_basis_imputed
PIN-10336,Pinnacle Plumbing & Drain,Customer Care & Dispatch,Call Center,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,CSR,Employee,Regular,TX,2020-12-07,5.73,1.0,40.0,Hourly,17.19,35755.2,17.19,1430.17,0.0,716.97,3047.16,5063.95,46013.45,22.12,1.2869,hours_defaulted;pay_basis_imputed
PIN-10337,Pinnacle Plumbing & Drain,Customer Care & Dispatch,Call Center,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,CSR,Employee,Regular,TX,2026-04-17,0.37,1.0,40.0,Hourly,18.67,38833.6,18.67,1553.3,0.0,778.7,3309.51,5063.95,49539.06,23.82,1.2757,hours_defaulted;pay_basis_imputed
PIN-10338,Pinnacle Plumbing & Drain,Customer Care & Dispatch,Call Center,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,CSR,Employee,Regular,TX,2021-02-08,5.56,1.0,40.0,Hourly,16.57,34465.6,16.57,1378.59,0.0,691.11,2937.26,5063.95,44536.51,21.41,1.2922,hours_defaulted;pay_basis_imputed
PIN-10339,Pinnacle Plumbing & Drain,Customer Care & Dispatch,Call Center,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,CSR,Employee,FT,TX,2017-12-12,8.72,1.0,40.0,Hourly,20.14,41891.2,20.14,1675.6,0.0,840.01,3570.09,5063.95,53040.85,25.5,1.2662,hours_defaulted;pay_basis_imputed
PIN-10340,Pinnacle Plumbing & Drain,Customer Care & Dispatch,Call Center,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,CSR,Employee,Regular,TX,2020-08-26,6.01,1.0,40.0,Hourly,18.58,38646.4,18.58,1545.82,0.0,774.94,3293.56,5063.95,49324.67,23.71,1.2763,hours_defaulted;pay_basis_imputed
PIN-10341,Pinnacle Plumbing & Drain,Customer Care & Dispatch,Call Center,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,CSR,Employee,Full-Time,TX,2015-08-11,11.06,1.0,40.0,Hourly,16.68,34694.4,16.68,1387.74,0.0,695.7,2956.75,5063.95,44798.54,21.54,1.2912,hours_defaulted;pay_basis_imputed
PIN-10342,Pinnacle Plumbing & Drain,Customer Care & Dispatch,Call Center,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,CSR,Employee,Regular,TX,2023-10-13,2.88,1.0,40.0,Hourly,17.52,36441.6,17.52,1457.63,0.0,730.73,3105.66,5063.95,46799.57,22.5,1.2842,hours_defaulted;pay_basis_imputed
PIN-10343,Pinnacle Plumbing & Drain,Customer Care & Dispatch,Call Center,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,CSR,Employee,Full-Time,TX,2023-04-01,3.42,1.0,40.0,Hourly,20.78,43222.4,20.78,1728.85,0.0,866.7,3683.53,5063.95,54565.43,26.23,1.2624,hours_defaulted;pay_basis_imputed
PIN-10344,Pinnacle Plumbing & Drain,Customer Care & Dispatch,Call Center,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,CSR,Employee,,TX,2022-03-27,4.43,1.0,40.0,Hourly,18.76,39020.8,18.76,1560.79,0.0,782.45,3325.46,5063.95,49753.45,23.92,1.275,hours_defaulted;pay_basis_imputed
PIN-10345,Pinnacle Plumbing & Drain,Customer Care & Dispatch,Call Center,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,CSR,Employee,Regular,TX,2023-08-18,3.04,1.0,40.0,Hourly,17.92,37273.6,17.92,1490.9,0.0,747.42,3176.56,5063.95,47752.43,22.96,1.2811,hours_defaulted;pay_basis_imputed
PIN-10346,Pinnacle Plumbing & Drain,Customer Care & Dispatch,Call Center,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,CSR,Employee,Regular,TX,2025-02-02,1.57,1.0,40.0,Hourly,17.88,37190.4,17.88,1487.58,0.0,745.75,3169.47,5063.95,47657.15,22.91,1.2814,hours_defaulted;pay_basis_imputed
PIN-10347,Pinnacle Plumbing & Drain,Customer Care & Dispatch,Call Center,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,CSR,Employee,Regular,TX,2024-07-21,2.11,1.0,40.0,Hourly,19.57,40705.6,19.57,1628.18,0.0,816.24,3469.05,5063.95,51683.02,24.85,1.2697,hours_defaulted;pay_basis_imputed
PIN-10348,Pinnacle Plumbing & Drain,Customer Care & Dispatch,Call Center,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,CSR,Employee,,TX,2021-01-05,5.65,1.0,40.0,Hourly,19.64,40851.2,19.64,1634.0,0.0,819.16,3481.45,5063.95,51849.76,24.93,1.2692,hours_defaulted;pay_basis_imputed
PIN-10349,Pinnacle Plumbing & Drain,Customer Care & Dispatch,Call Center,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,CSR,Employee,,TX,2025-05-15,1.3,1.0,40.0,Hourly,20.87,43409.6,20.87,1736.34,0.0,870.46,3699.49,5063.95,54779.84,26.34,1.2619,hours_defaulted;pay_basis_imputed
PIN-10350,Pinnacle Plumbing & Drain,Customer Care & Dispatch,Call Center,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,CSR,Employee,FT,TX,2024-12-10,1.72,1.0,40.0,Hourly,20.87,43409.6,20.87,1736.34,0.0,870.46,3699.49,5063.95,54779.84,26.34,1.2619,hours_defaulted;pay_basis_imputed
PIN-10351,Pinnacle Plumbing & Drain,Customer Care & Dispatch,Call Center,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,CSR,Employee,Regular,TX,2025-02-25,1.51,1.0,40.0,Hourly,16.64,34611.2,16.64,1384.41,0.0,694.03,2949.66,5063.95,44703.25,21.49,1.2916,hours_defaulted;pay_basis_imputed
PIN-10352,Pinnacle Plumbing & Drain,Customer Care & Dispatch,Call Center,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,CSR,Employee,Regular,TX,2025-10-08,0.9,1.0,40.0,Hourly,18.59,38667.2,18.59,1546.65,0.0,775.36,3295.33,5063.95,49348.49,23.73,1.2762,hours_defaulted;pay_basis_imputed
PIN-10353,Pinnacle Plumbing & Drain,Customer Care & Dispatch,Call Center,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,CSR,Employee,Regular,TX,2021-11-09,4.81,1.0,40.0,Hourly,16.65,34632.0,16.65,1385.24,0.0,694.45,2951.44,5063.95,44727.08,21.5,1.2915,hours_defaulted;pay_basis_imputed
PIN-10354,Pinnacle Plumbing & Drain,Customer Care & Dispatch,Call Center,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,CSR,Employee,Regular,TX,2025-02-08,1.56,1.0,40.0,Hourly,20.78,43222.4,20.78,1728.85,0.0,866.7,3683.53,5063.95,54565.43,26.23,1.2624,hours_defaulted;pay_basis_imputed
PIN-10355,Pinnacle Plumbing & Drain,Customer Care & Dispatch,Call Center,Customer Service Representative,Unspecified,Customer Service Representative - Unspecified,Customer Care & Dispatch,CSR,Employee,Full-Time,TX,2014-02-06,12.56,1.0,40.0,Hourly,16.82,34985.6,16.82,1399.39,0.0,701.54,2981.57,5063.95,45132.05,21.7,1.29,hours_defaulted;pay_basis_imputed
