employee_id,opco,department,job_title,job_level,employee_type,pay_rate,pay_basis,scheduled_weekly_hours,hire_date,termination_date,status,work_state
PIN-10167,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,,Regular,30.21,,,2021-04-18,,Active,TX
GLC-10242,Great Lakes Comfort Systems,Service - HVAC,Technician,L3,FT,41.84,Hourly,40.0,2020-10-31,,Active,MI
PIN-10312,Pinnacle Plumbing & Drain,Sales,Senior Sales Consultant,,Regular,56500.0,,,2020-04-06,,Active,TX
PIN-10393,Pinnacle Plumbing & Drain,Fleet,Warehouse Associate,,Regular,20.82,,,2026-03-20,,Active,TX
BAY-10130,Bayside Mechanical,Install,Lead HVAC Installer,,Regular,43.76,Hourly,40.0,2019-11-21,,Active,FL
GLC-10360,Great Lakes Comfort Systems,Warehouse,Warehouse Associate,L1,Regular,19.52,Hourly,25.0,2025-07-24,,Active,MI
RED-10179,Redwood Electric,Field Ops - Service,Electrician (Lvl 3),,Regular,41.93,Hourly,,2025-07-04,,Active,AZ
PIN-10042,Pinnacle Plumbing & Drain,Field,Plumbing Installer,,Full-Time,22.54,,,2024-04-15,,Active,TX
BAY-10134,Bayside Mechanical,Install,Install Mgr,,Regular,87500.0,Annual,40.0,2024-05-26,,Active,FL
BAY-10185,Bayside Mechanical,Service,HVAC Service Tech II,,,26.72,Hourly,40.0,2025-09-17,,Active,FL
GLC-10042,Great Lakes Comfort Systems,Install,Installer,L2,Full-Time,28.39,Hourly,40.0,2020-01-05,,Active,MI
PIN-10045,Pinnacle Plumbing & Drain,Field,Plumbing Installer,,Regular,26.42,,,2019-06-13,,Active,TX
BAY-10221,Bayside Mechanical,Service,HVAC Service Tech II,,Regular,33.39,Hourly,40.0,2022-06-17,,Active,FL
PIN-10103,Pinnacle Plumbing & Drain,Field,Plumbing Installer,,Regular,24.04,,,2025-04-19,,Active,TX
PIN-10280,Pinnacle Plumbing & Drain,Field,Field Supervisor,,,76500.0,,,2023-02-28,,Active,TX
RED-10252,Redwood Electric,CSR,Dispatcher,,Regular,0.0,Hourly,,2023-08-20,,Active,AZ
PIN-10115,Pinnacle Plumbing & Drain,Field,Plumbing Installer - Lead,,Full-Time,41.18,,,2019-03-17,,Active,TX
GLC-10240,Great Lakes Comfort Systems,Service - HVAC,Technician,L3,Regular,41.1,Hourly,40.0,2023-09-19,,Active,MI
PIN-10092,Pinnacle Plumbing & Drain,Field,Plumbing Installer,,Regular,26.06,,,2023-07-12,,Active,TX
BAY-10202,Bayside Mechanical,Service,HVAC Service Tech II,,Full-Time,27.64,Hourly,40.0,2021-02-05,,Active,FL
GLC-10297,Great Lakes Comfort Systems,Customer Care,Customer Service Representative,L1,Regular,16.63,Hourly,25.0,2024-06-17,,Active,MI
PIN-10260,Pinnacle Plumbing & Drain,Field,Plumber - Master,,Full-Time,39.57,,,2024-09-05,,Active,TX
BAY-10476,Bayside Mechanical,HR,Recruiter,,Regular,55500.0,Annual,40.0,2020-08-17,,Active,FL
PIN-10168,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,,FT,31.83,,,2023-09-01,,Active,TX
PIN-10116,Pinnacle Plumbing & Drain,Field,Plumbing Installer - Lead,,Regular,40.43,,,2023-02-22,,Active,TX
GLC-10288,Great Lakes Comfort Systems,Sales,Senior Comfort Advisor,L3,Regular,59000.0,Annual,40.0,2022-06-13,,Active,MI
BAY-10229,Bayside Mechanical,Service,HVAC Service Tech II,,Regular,32.0,Hourly,40.0,2025-12-02,,Active,FL
BAY-10397,Bayside Mechanical,Customer Care,Customer Service Rep,,FT,16.7,Hourly,40.0,2017-12-02,,Active,FL
RED-10107,Redwood Electric,Field Ops - Service,Apprentice Electrician (Lvl 1),,Full-Time,18.45,Hourly,,2025-10-30,,Active,AZ
BAY-10201,Bayside Mechanical,Service,HVAC Service Tech II,,Full-Time,24.28,Hourly,40.0,2023-05-01,,Active,FL
NHS-10014,Northstar Corporate,HR,Recruiter,,Regular,55000.0,Annual,40.0,2026-06-08,,Active,FL
RED-10067,Redwood Electric,Installation,Electrical Installer (Lvl 2),,Full-Time,22.56,Hourly,,2022-06-17,,Active,AZ
BAY-10098,Bayside Mechanical,Install,HVAC Installer II,,Regular,23.65,Hourly,40.0,2020-06-19,,Active,FL
BAY-10326,Bayside Mechanical,Service,Service Manager,,Regular,88000.0,Annual,40.0,2023-08-01,,Active,FL
BAY-10020,Bayside Mechanical,Install,HVAC Installer I,,Regular,21.28,Hourly,40.0,2025-06-13,,Active,FL
PIN-90078,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,,Full-Time,24.65,,,2012-07-23,,Terminated,TX
PIN-10285,Pinnacle Plumbing & Drain,Sales,Sales Consultant,,FT,47500.0,,,2025-04-25,,Active,TX
GLC-10131,Great Lakes Comfort Systems,Service - HVAC,Technician,L1,Regular,18.61,Hourly,40.0,2024-10-22,,Active,MI
RED-10212,Redwood Electric,Sales,Sr Home Solutions Consultant,,Full-Time,54500.0,Annual,,2019-10-19,,Active,AZ
PIN-10102,Pinnacle Plumbing & Drain,Field,Plumbing Installer,,Full-Time,22.59,,,2025-03-22,,Active,TX
RED-10208,Redwood Electric,Sales,Home Solutions Consultant,,Full-Time,42500.0,Annual,,2020-04-13,,Active,AZ
BAY-10017,Bayside Mechanical,Install,HVAC Installer I,,,19.69,Hourly,40.0,2024-07-17,,Active,FL
GLC-10284,Great Lakes Comfort Systems,Sales,Comfort Advisor,L2,,51500.0,Annual,40.0,2025-04-07,,Active,MI
PIN-10254,Pinnacle Plumbing & Drain,Field,Plumber - Master,,FT,34.24,,,2023-11-20,,Active,TX
PIN-10250,Pinnacle Plumbing & Drain,Field,Plumber - Master,,Regular,36.99,,,2023-01-12,,Active,TX
GLC-10199,Great Lakes Comfort Systems,Service - HVAC,Technician,L2,Regular,26.65,Hourly,40.0,2018-03-14,,Active,MI
BAY-10200,Bayside Mechanical,Service,HVAC Service Tech II,,FT,28.99,Hourly,40.0,2025-09-23,,Active,FL
BAY-10391,Bayside Mechanical,Customer Care,Customer Service Rep,,FT,20.65,Hourly,28.0,2025-08-23,,Active,FL
GLC-10037,Great Lakes Comfort Systems,Install,Installer,L2,,29.22,Hourly,40.0,2025-03-13,,Active,MI
PIN-10371,Pinnacle Plumbing & Drain,Call Center,Dispatcher,,,24.84,,,2024-04-01,,Active,TX
RED-10236,Redwood Electric,CSR,Cust Svc Rep,,Regular,16.13,Hourly,,2021-12-14,,Active,AZ
PIN-10026,Pinnacle Plumbing & Drain,Field,Plumbing Installer - Apprentice,,Regular,20.38,,,2025-01-31,,Active,TX
RED-10242,Redwood Electric,CSR,Cust Svc Rep,,,19.45,Hourly,,2022-03-15,,Active,AZ
RED-10246,Redwood Electric,CSR,Dispatcher,,Full-Time,21.95,Hourly,,2026-03-03,,Active,AZ
BAY-10447,Bayside Mechanical,Warehouse,Parts Coordinator,,Regular,24.98,Hourly,40.0,2020-05-09,,Active,FL
BAY-10125,Bayside Mechanical,Install,Lead HVAC Installer,,,43.49,Hourly,40.0,2022-10-10,,Active,FL
RED-10165,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),,Full-Time,27.63,Hourly,,2022-11-26,,Active,AZ
GLC-10262,Great Lakes Comfort Systems,Service - HVAC,Service Manager,L5,Regular,96000.0,Annual,40.0,2022-02-18,,Active,MI
GLC-10005,Great Lakes Comfort Systems,Install,Installer,L1,Full-Time,17.8,Hourly,40.0,2021-09-17,,Active,MI
PIN-10381,Pinnacle Plumbing & Drain,Call Center,Customer Care Manager,,Regular,82500.0,,,2021-04-26,,Active,TX
GLC-10345,Great Lakes Comfort Systems,Customer Care,Customer Care Manager,L4,Full-Time,72500.0,Annual,40.0,2023-01-15,,Active,MI
RED-10272,Redwood Electric,Finance,Payroll Specialist,,Regular,56000.0,Annual,,2023-09-28,,Active,AZ
NHS-C331,Northstar Corporate,IT,IT Consultant,,Contractor,75.83,Hourly,40.0,2025-02-23,,Active,FL
RED-10180,Redwood Electric,Field Ops - Service,Electrician (Lvl 3),,Regular,41.55,Hourly,,2020-12-25,,Active,AZ
PIN-10174,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,,Full-Time,31.89,,,2012-05-31,,Active,TX
PIN-10355,Pinnacle Plumbing & Drain,Call Center,CSR,,Full-Time,16.82,,,2014-02-06,,Active,TX
BAY-10095,Bayside Mechanical,Install,HVAC Installer II,,Regular,22.91,Hourly,40.0,2025-02-22,,Active,FL
GLC-10356,Great Lakes Comfort Systems,Warehouse,Warehouse Associate,L1,Regular,18.7,Hourly,40.0,2025-10-01,,Active,MI
GLC-10054,Great Lakes Comfort Systems,Install,Installer,L2,Regular,28.97,Hourly,40.0,2025-11-03,,Active,MI
GLC-10164,Great Lakes Comfort Systems,Service - HVAC,Technician,L2,Regular,28.33,Hourly,40.0,2024-06-03,,Active,MI
PIN-10294,Pinnacle Plumbing & Drain,Sales,Sales Consultant,,Full-Time,45000.0,,,2025-11-28,,Active,TX
GLC-10381,Great Lakes Comfort Systems,Finance,Staff Accountant,L2,Regular,62500.0,Annual,40.0,2021-12-09,,Active,MI
BAY-10334,Bayside Mechanical,Sales,Comfort Advisor,,Full-Time,44000.0,Annual,40.0,2024-11-21,,Active,FL
BAY-10040,Bayside Mechanical,Install,HVAC Installer II,,Regular,24.49,Hourly,40.0,2025-12-17,,Active,FL
PIN-10078,Pinnacle Plumbing & Drain,Field,Plumbing Installer,,Regular,28.11,,,2023-12-22,,Active,TX
PIN-10359,Pinnacle Plumbing & Drain,Call Center,CSR,,Full-Time,19.32,,,2020-06-28,,Active,TX
BAY-90052,Bayside Mechanical,Install,HVAC Installer II,,Full-Time,23.44,Hourly,40.0,2019-09-19,2026-04-30,Terminated,FL
BAY-10358,Bayside Mechanical,Sales,Sr Comfort Advisor,,Regular,54500.0,Annual,40.0,2013-05-31,,Active,FL
PIN-10370,Pinnacle Plumbing & Drain,Call Center,Dispacher,,Full-Time,22.28,,,2025-02-08,,Active,TX
GLC-10218,Great Lakes Comfort Systems,Service - Plumbing,Technician,L2,Regular,30.34,Hourly,40.0,2022-12-13,,Active,MI
BAY-10063,Bayside Mechanical,Install,HVAC Installer II,,Regular,23.09,Hourly,40.0,2024-06-16,,Active,FL
BAY-10419,Bayside Mechanical,Customer Care,Dispatcher,,FT,21.74,Hourly,40.0,2023-11-11,,Active,FL
BAY-10255,Bayside Mechanical,Service,HVAC Service Tech II,,FT,26.52,Hourly,40.0,2025-06-18,,Active,FL
GLC-10349,Great Lakes Comfort Systems,Warehouse,Warehouse Associate,L1,FT,18.03,Hourly,40.0,2025-05-03,,Active,MI
GLC-10107,Great Lakes Comfort Systems,Install,Install Manager,L4,Regular,84000.0,Annual,40.0,2021-07-06,,Active,MI
PIN-10353,Pinnacle Plumbing & Drain,Call Center,CSR,,Regular,16.65,,,2021-11-09,,Active,TX
RED-10203,Redwood Electric,Field Ops - Service,Service Manager,,Full-Time,95000.0,Annual,,2024-02-15,,Active,AZ
BAY-10120,Bayside Mechanical,Install,Lead HVAC Installer,,FT,44.92,Hourly,40.0,2023-12-19,,Active,FL
BAY-10371,Bayside Mechanical,Customer Care,Customer Service Rep,,Full-Time,20.98,Hourly,40.0,2026-02-10,,Active,FL
NHS-10018,Northstar Corporate,HR,HR Business Partner,,FT,94500.0,Annual,40.0,2024-04-14,,Active,FL
GLC-10308,Great Lakes Comfort Systems,Customer Care,Customer Service Representative,L1,Full-Time,19.34,Hourly,40.0,2021-11-03,,Active,MI
GLC-10178,Great Lakes Comfort Systems,Service - Plumbing,Technician,L2,FT,29.75,Hourly,40.0,2025-11-06,,Active,MI
BAY-10127,Bayside Mechanical,Install,Lead HVAC Installer,,Regular,43.63,Hourly,40.0,2021-08-29,,Active,FL
PIN-C333,Pinnacle Plumbing & Drain,Fleet,Temp Warehouse Associate,,Temp,19.17,,,2026-03-09,,Active,TX
RED-10058,Redwood Electric,Installation,Electrical Installer (Lvl 2),,Regular,26.11,Hourly,,2023-06-01,,Active,AZ
BAY-10057,Bayside Mechanical,Install,HVAC Installer II,,,22.1,Hourly,40.0,2023-10-25,,Active,FL
BAY-10195,Bayside Mechanical,Service,HVAC Service Tech II,,Full-Time,33.25,Hourly,40.0,2025-06-18,,Active,FL
GLC-10046,Great Lakes Comfort Systems,Install,Installer,L2,,28.63,Hourly,40.0,2021-09-12,,Active,MI
RED-90020,Redwood Electric,Finance,AP/AR Specialist,,,21.42,Hourly,,2019-03-07,2025-11-06,Terminated,AZ
NHS-10043,Northstar Corporate,IT,Business Systems Analyst,,FT,84500.0,Annual,40.0,2021-11-08,,Active,FL
RED-10278,Redwood Electric,HR,HR Coordinator,,Full-Time,54500.0,Annual,,2023-01-31,,Active,AZ
NHS-10032,Northstar Corporate,IT,Help Desk Technician,,Regular,24.6,Hourly,40.0,2020-10-28,,Active,FL
BAY-10370,Bayside Mechanical,Sales,Sales Manager,,FT,100000.0,Annual,40.0,2023-05-27,,Active,FL
PIN-90034,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,,Regular,33.9,,,2019-09-01,2025-07-28,Terminated,TX
BAY-10194,Bayside Mechanical,Service,HVAC Service Tech II,,FT,28.23,Hourly,40.0,2026-02-27,,Active,FL
RED-10024,Redwood Electric,Installation,Electrical Installer (Lvl 2),,,23.41,Hourly,,2023-02-02,,Active,AZ
PIN-10071,Pinnacle Plumbing & Drain,Field,Plumbing Installer,,Regular,23.12,,,2026-01-27,,Active,TX
PIN-10314,Pinnacle Plumbing & Drain,Sales,Inside Sales Representative,,FT,18.11,,,2017-12-14,,Active,TX
BAY-10205,Bayside Mechanical,Service,HVAC Service Tech II,,FT,33.53,Hourly,40.0,2015-08-26,,Active,FL
BAY-10186,Bayside Mechanical,Service,HVAC Service Tech II,,Regular,24.19,Hourly,40.0,2024-02-20,,Active,FL
GLC-10256,Great Lakes Comfort Systems,Service - HVAC,Field Supervisor,L4,Regular,75500.0,Annual,40.0,2022-07-16,,Active,MI
GLC-10370,Great Lakes Comfort Systems,Warehouse,Warehouse Manager,L3,,71000.0,Annual,40.0,2021-04-29,,Active,MI
GLC-10215,Great Lakes Comfort Systems,Service - HVAC,Technician,L2,Regular,28.03,Hourly,40.0,2021-10-08,,Active,MI
GLC-10083,Great Lakes Comfort Systems,Install,Installer,L2,FT,23.99,Hourly,40.0,2021-06-06,,Active,MI
PIN-10349,Pinnacle Plumbing & Drain,Call Center,CSR,,,20.87,,,2025-05-15,,Active,TX
RED-10136,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),,Regular,30.69,Hourly,,2025-07-19,,Active,AZ
BAY-10103,Bayside Mechanical,Install,HVAC Installer II,,FT,26.56,Hourly,40.0,2023-01-06,,Active,FL
NHS-10048,Northstar Corporate,IT,IT Manager,,Full-Time,121000.0,Annual,40.0,2015-04-04,,Active,FL
GLC-10067,Great Lakes Comfort Systems,Install,Installer,L2,Full-Time,29.7,Hourly,40.0,2024-09-27,,Active,MI
RED-10095,Redwood Electric,Field Ops - Service,Apprentice Electrician (Lvl 1),,Full-Time,18.58,Hourly,,2020-12-17,,Active,AZ
BAY-10151,Bayside Mechanical,Service,HVAC Service Tech I,,Full-Time,20.99,Hourly,40.0,2022-01-11,,Active,FL
BAY-10279,Bayside Mechanical,Service,HVAC Service Tech II,,Full-Time,30.51,Hourly,40.0,2023-12-15,,Active,FL
GLC-10239,Great Lakes Comfort Systems,Service - HVAC,Technician,L3,,43.8,Hourly,40.0,2024-08-26,,Active,MI
RED-10271,Redwood Electric,Finance,AP/AR Specialist,,Regular,26.38,Hourly,,2021-09-06,,Active,AZ
RED-10229,Redwood Electric,CSR,Cust Svc Rep,,Regular,16.99,Hourly,,2015-10-30,,Active,AZ
BAY-10101,Bayside Mechanical,Install,HVAC Installer II,,Regular,26.58,Hourly,40.0,2023-09-20,,Active,FL
RED-10162,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),,Full-Time,26.97,Hourly,,2025-09-29,,Active,AZ
GLC-90042,Great Lakes Comfort Systems,Service - HVAC,Technician,L3,Full-Time,43.88,Hourly,40.0,2025-01-12,2025-07-26,Terminated,MI
PIN-10155,Pinnacle Plumbing & Drain,Field,Plumber - Apprentice,,FT,21.15,,,2019-07-25,,Active,TX
NHS-10021,Northstar Corporate,HR,HR Manager,,,98000.0,Annual,40.0,2025-09-14,,Active,FL
RED-10026,Redwood Electric,Installation,Electrical Installer (Lvl 2),,Regular,25.76,Hourly,,2025-12-04,,Active,AZ
PIN-10330,Pinnacle Plumbing & Drain,Call Center,CSR,,Regular,19.16,,,2022-03-30,,Active,TX
PIN-C304,Pinnacle Plumbing & Drain,Field,Contract HVAC Technician,,1099,40.47,,,2025-09-08,,Active,TX
PIN-10032,Pinnacle Plumbing & Drain,Field,Plumbing Installer - Apprentice,,,18.46,,,2024-12-12,,Active,TX
PIN-90084,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,,Regular,24.86,,,2020-02-22,,Terminated,TX
PIN-10296,Pinnacle Plumbing & Drain,Sales,Sales Consultant,,,46500.0,,,2020-01-15,,Active,TX
PIN-10161,Pinnacle Plumbing & Drain,Field,Plumber - Apprentice,,Regular,17.08,,,2017-05-21,,Active,TX
GLC-10207,Great Lakes Comfort Systems,Service - HVAC,Technician,L2,FT,29.89,Hourly,40.0,2024-07-18,,Active,MI
GLC-10104,Great Lakes Comfort Systems,Install,Installer,L3,Regular,40.87,Hourly,40.0,2022-09-22,,Active,MI
BAY-10253,Bayside Mechanical,Service,HVAC Service Tech II,,,31.87,Hourly,40.0,2014-05-31,,Active,FL
BAY-10044,Bayside Mechanical,Install,HVAC Installer II,,Full-Time,23.44,Hourly,40.0,2024-03-26,,Active,FL
RED-10124,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),,FT,29.75,Hourly,,2024-06-02,,Active,AZ
GLC-10073,Great Lakes Comfort Systems,Install,Installer,L2,Regular,22.06,Hourly,40.0,2020-01-04,,Active,MI
GLC-10156,Great Lakes Comfort Systems,Service - HVAC,Technician,L2,Regular,26.94,Hourly,40.0,2016-11-12,,Active,MI
BAY-10427,Bayside Mechanical,Customer Care,Call Center Supervisor,,Regular,59500.0,Annual,40.0,2026-05-17,,Active,FL
NHS-10049,Northstar Corporate,IT,IT Manager,,FT,114500.0,Annual,40.0,2025-11-29,,Active,FL
GLC-10018,Great Lakes Comfort Systems,Install,Installer,L1,Regular,17.13,Hourly,40.0,2024-06-25,,Active,MI
GLC-10093,Great Lakes Comfort Systems,Install,Installer,L3,Full-Time,41.05,Hourly,40.0,2022-03-30,,Active,MI
GLC-10255,Great Lakes Comfort Systems,Service - HVAC,Field Supervisor,L4,FT,,Annual,40.0,2024-07-15,,Active,MI
PIN-10068,Pinnacle Plumbing & Drain,Field,Plumbing Installer,,,28.79,,,2025-01-30,,Active,TX
RED-10073,Redwood Electric,Installation,Lead Electrical Installer (Lvl 3),,FT,40.13,Hourly,,2025-03-15,,Active,AZ
PIN-10087,Pinnacle Plumbing & Drain,Field,Plumbing Installer,,Regular,23.36,,,2025-11-02,,Leave,TX
GLC-10123,Great Lakes Comfort Systems,Service - Plumbing,Technician,L1,FT,17.75,Hourly,40.0,2025-09-13,,Active,MI
RED-10158,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),,Regular,25.18,Hourly,,2023-04-17,,Active,AZ
RED-10147,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),,Regular,25.35,Hourly,,2024-03-04,,Active,AZ
BAY-10343,Bayside Mechanical,Sales,Comfort Advisor,,Regular,48500.0,Annual,40.0,2025-06-29,,Active,FL
BAY-10301,Bayside Mechanical,Service,HVAC Service Tech III,,Regular,35.25,Hourly,40.0,2019-11-22,,Active,FL
BAY-10144,Bayside Mechanical,Service,HVAC Service Tech I,,Regular,20.25,Hourly,40.0,2024-07-18,,Active,FL
GLC-10330,Great Lakes Comfort Systems,Customer Care,Dispatcher,L2,Regular,21.06,Hourly,40.0,2024-12-21,,Active,MI
PIN-90089,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,,,28.74,,,2020-02-18,2025-11-19,Terminated,TX
RED-10241,Redwood Electric,CSR,Cust Svc Rep,,Regular,17.77,Hourly,,2022-02-22,,Active,AZ
BAY-10068,Bayside Mechanical,Install,HVAC Installer II,,Regular,25.28,Hourly,40.0,2023-10-21,,Active,FL
GLC-10388,Great Lakes Comfort Systems,IT,Help Desk Technician,L1,Regular,24.38,Hourly,40.0,2025-06-05,,Active,MI
BAY-10170,Bayside Mechanical,Service,HVAC Service Tech I,,Regular,21.96,Hourly,40.0,2020-12-05,,Active,FL
BAY-10281,Bayside Mechanical,Service,HVAC Service Tech III,,Regular,0.0,Hourly,40.0,2022-07-12,,Active,FL
BAY-10048,Bayside Mechanical,Install,HVAC Installer II,,Full-Time,28.52,Hourly,40.0,2023-01-20,,Active,FL
GLC-90085,Great Lakes Comfort Systems,Install,Installer,L3,Regular,40.33,Hourly,40.0,2024-01-09,2026-01-18,Terminated,MI
RED-10222,Redwood Electric,CSR,Cust Svc Rep,,Regular,16.64,Hourly,,2022-10-17,,Active,AZ
GLC-10166,Great Lakes Comfort Systems,Service - HVAC,Technician,L2,Full-Time,32.05,Hourly,40.0,2024-09-30,,Active,MI
RED-10077,Redwood Electric,Installation,Lead Electrical Installer (Lvl 3),,FT,42.61,Hourly,,2023-07-06,,Active,AZ
NHS-10002,Northstar Corporate,Finance & Accounting,Payroll Specialist,,Regular,57500.0,Annual,40.0,2022-02-17,,Active,FL
GLC-10343,Great Lakes Comfort Systems,Customer Care,Customer Care Manager,L4,,82500.0,Annual,40.0,2024-10-31,,Active,MI
PIN-10058,Pinnacle Plumbing & Drain,Field,Plumbing Installer,,Regular,26.32,,,2018-01-06,,Active,TX
BAY-90039,Bayside Mechanical,Service,HVAC Service Tech II,,Regular,24.97,Hourly,40.0,2022-09-25,2025-08-27,Terminated,FL
PIN-10328,Pinnacle Plumbing & Drain,Call Center,CSR,,FT,19.72,,,2020-02-03,,Active,TX
BAY-10090,Bayside Mechanical,Install,HVAC Installer II,,FT,26.85,Hourly,40.0,2026-02-14,,Active,FL
BAY-10168,Bayside Mechanical,Service,HVAC Service Tech I,,FT,19.82,Hourly,40.0,2025-05-04,,Active,FL
GLC-10187,Great Lakes Comfort Systems,Service - HVAC,Technician,L2,FT,30.85,Hourly,40.0,2022-07-01,,Active,MI
PIN-10249,Pinnacle Plumbing & Drain,Field,Plumber - Master,,,41.23,,,2018-08-22,,Active,TX
PIN-10200,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,,Regular,28.2,,,2019-05-10,,Active,TX
BAY-10460,Bayside Mechanical,Finance,AP/AR Specialist,,Regular,24.02,Hourly,40.0,2024-03-11,,Active,FL
PIN-10204,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,,,29.65,,,2022-10-04,,Active,TX
RED-10238,Redwood Electric,CSR,Cust Svc Rep,,Full-Time,18.61,Hourly,,2023-04-23,,Active,AZ
PIN-10284,Pinnacle Plumbing & Drain,Field,Service Manager,,,94500.0,,,2019-11-02,,Active,TX
BAY-10333,Bayside Mechanical,Sales,Comfort Advisor,,Regular,54000.0,Annual,40.0,2024-10-11,,Active,FL
GLC-10030,Great Lakes Comfort Systems,Install,Installer,L2,Regular,26.39,Hourly,40.0,2022-07-05,,Active,MI
GLC-10068,Great Lakes Comfort Systems,Install,Installer,L2,,24.64,Hourly,40.0,2021-06-06,,Active,MI
PIN-10133,Pinnacle Plumbing & Drain,Field,Installation Manager,,Full-Time,81000.0,,,2021-09-07,,Active,TX
GLC-10376,Great Lakes Comfort Systems,Finance,AP/AR Specialist,L1,Full-Time,23.53,Hourly,40.0,2026-02-18,,Active,MI
GLC-10034,Great Lakes Comfort Systems,Install,Installer,L2,,23.11,Hourly,40.0,2024-06-26,,Active,MI
PIN-10050,Pinnacle Plumbing & Drain,Field,Plumbing Installer,,Full-Time,26.25,,,2024-05-21,,Active,TX
GLC-10264,Great Lakes Comfort Systems,Service - Plumbing,Service Manager,L5,Regular,86000.0,Annual,40.0,2013-10-04,,Active,MI
PIN-10395,Pinnacle Plumbing & Drain,Fleet,Parts Coordinator,,FT,22.99,,,2018-11-17,,Active,TX
BAY-10341,Bayside Mechanical,Sales,Comfort Advisor,,,45500.0,Annual,40.0,2020-04-09,,Active,FL
PIN-10046,Pinnacle Plumbing & Drain,Field,Plumbing Installer,,Full-Time,25.36,,,2023-12-24,,Active,TX
GLC-10212,Great Lakes Comfort Systems,Service - HVAC,Technician,L2,FT,24.68,Hourly,40.0,2021-05-20,,Active,MI
PIN-10270,Pinnacle Plumbing & Drain,Field,Plumber - Master,,Full-Time,34.24,,,2018-05-16,,Active,TX
RED-10057,Redwood Electric,Installation,Electrical Installer (Lvl 2),,Regular,28.69,Hourly,,2016-07-20,,Active,AZ
BAY-10431,Bayside Mechanical,Customer Care,Customer Care Manager,,,71000.0,Annual,40.0,2024-07-24,,Active,FL
GLC-C307,Great Lakes Comfort Systems,Service - HVAC,Contract HVAC Technician,,1099,44.41,Hourly,40.0,2025-12-13,,Active,MI
RED-10200,Redwood Electric,Field Ops - Service,Service Manager,,Regular,86500.0,Annual,,2024-02-14,,Active,AZ
PIN-10252,Pinnacle Plumbing & Drain,Field,Plumber - Master,,Regular,40.06,,,2023-06-03,,Active,TX
GLC-10088,Great Lakes Comfort Systems,Install,Installer,L3,,43.44,Hourly,40.0,2023-11-11,,Active,MI
BAY-10475,Bayside Mechanical,HR,HR Coordinator,,Regular,50500.0,Annual,40.0,2023-09-04,,Active,FL
RED-10146,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),,Full-Time,28.09,Hourly,,2022-12-14,,Active,AZ
